%%                              Description                              %%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% The following datalist contains the time of maximum dynamic pressure
% for each jet along with its class.
% Quasi-parallel jet = Class 1
% Quasi-perpendicular jet = Class 2
% Boundary jet = Class 3
% Encapsulated jet = Class 5
%
%Savvas Raptis 
%KTH, Royal Institute of Technology, Sweden, Stockholm
%savvra@kth.se
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

Time(UCT)	Class
2015-11-17T05:45:33	2
2015-11-20T04:52:35	2
2015-11-21T02:45:39	2
2015-11-21T02:47:05	2
2015-11-21T11:26:36	2
2015-11-22T04:38:49	2
2015-11-22T04:41:49	2
2015-11-22T04:45:07	2
2015-11-23T09:56:32	2
2015-11-29T02:38:24	2
2015-11-29T02:48:49	2
2015-12-01T02:37:28	2
2015-12-01T02:51:30	2
2015-12-01T02:52:37	2
2015-12-01T02:53:58	2
2015-12-01T03:11:09	2
2015-12-01T03:19:24	2
2015-12-01T04:11:22	2
2015-12-01T07:10:24	2
2015-12-01T07:16:02	2
2015-12-02T01:53:29	2
2015-12-02T06:56:11	2
2015-12-02T07:00:41	2
2015-12-02T07:37:21	2
2015-12-03T08:22:15	2
2015-12-03T08:37:24	2
2015-12-03T08:44:27	2
2015-12-03T09:07:07	2
2015-12-03T09:33:13	2
2015-12-04T04:58:41	2
2015-12-04T05:03:42	2
2015-12-04T05:18:06	2
2015-12-04T05:34:18	2
2015-12-04T05:43:32	2
2015-12-04T05:54:51	2
2015-12-04T06:22:32	2
2015-12-04T06:24:24	2
2015-12-04T06:49:23	2
2015-12-04T07:10:54	2
2015-12-04T07:20:44	2
2015-12-04T07:31:50	2
2015-12-04T07:35:39	2
2015-12-04T07:37:41	2
2015-12-04T07:51:24	2
2015-12-04T07:55:27	2
2015-12-04T08:02:48	2
2015-12-04T08:50:44	2
2015-12-04T08:53:08	2
2015-12-04T09:03:56	2
2015-12-04T09:28:00	2
2015-12-04T09:30:33	2
2015-12-05T03:11:07	2
2015-12-05T03:13:49	2
2015-12-05T09:51:24	2
2015-12-05T09:59:16	2
2015-12-09T01:58:13	2
2015-12-09T01:59:39	2
2015-12-09T02:33:15	2
2015-12-09T02:44:43	2
2015-12-09T02:58:45	2
2015-12-09T03:29:30	2
2015-12-09T05:29:52	2
2015-12-09T08:52:18	2
2015-12-09T09:04:05	2
2015-12-09T09:07:32	2
2015-12-09T09:37:41	2
2015-12-09T09:42:29	2
2015-12-09T09:43:54	2
2015-12-17T04:08:01	2
2015-12-17T04:09:54	2
2015-12-17T09:30:28	2
2015-12-17T09:37:45	2
2015-12-18T03:08:17	2
2015-12-18T03:25:27	2
2015-12-18T03:30:06	2
2015-12-18T03:32:57	2
2015-12-18T03:41:17	2
2015-12-18T03:48:11	2
2015-12-18T04:04:50	2
2015-12-18T04:12:47	2
2015-12-18T04:14:08	2
2015-12-18T04:23:53	2
2015-12-18T04:27:43	2
2015-12-18T04:33:29	2
2015-12-18T04:49:14	2
2015-12-18T04:57:02	2
2015-12-18T05:01:32	2
2015-12-18T05:38:35	2
2015-12-18T05:40:32	2
2015-12-18T05:45:52	2
2015-12-18T05:50:31	2
2015-12-18T05:52:50	2
2015-12-18T06:01:14	2
2015-12-18T06:05:49	2
2015-12-18T06:35:58	2
2015-12-19T02:31:50	2
2015-12-19T05:11:13	2
2015-12-22T08:52:14	2
2015-12-22T09:24:06	2
2015-12-22T10:11:17	2
2015-12-23T08:05:23	2
2015-12-23T08:21:35	2
2015-12-30T23:01:26	2
2016-01-01T06:02:52	2
2016-01-01T06:05:12	2
2016-01-01T06:15:51	2
2016-01-01T06:19:40	2
2016-01-01T06:24:01	2
2016-01-02T00:34:45	2
2016-01-04T04:44:58	2
2016-01-14T06:00:39	2
2016-01-16T05:24:57	2
2016-01-16T05:51:12	2
2016-01-17T23:09:44	2
2016-01-18T02:10:03	2
2016-02-04T19:53:57	2
2016-02-08T04:06:48	2
2016-02-08T04:08:45	2
2016-02-08T23:28:11	2
2016-02-08T23:29:50	2
2016-02-11T22:43:02	2
2016-02-24T01:56:39	2
2016-11-06T13:58:11	2
2016-11-22T07:32:50	2
2016-11-30T08:27:35	2
2016-12-01T08:08:39	2
2016-12-02T07:41:17	2
2016-12-02T10:56:04	2
2016-12-07T06:37:19	2
2016-12-14T09:01:42	2
2016-12-15T13:19:48	2
2016-12-16T07:55:42	2
2016-12-16T08:14:00	2
2016-12-16T08:53:18	2
2016-12-16T08:54:34	2
2016-12-16T09:42:21	2
2016-12-16T09:43:46	2
2016-12-19T05:13:55	2
2016-12-19T07:18:57	2
2016-12-19T07:26:45	2
2016-12-19T07:28:24	2
2016-12-19T08:01:55	2
2016-12-19T08:03:12	2
2016-12-19T08:04:46	2
2016-12-19T08:25:33	2
2016-12-19T08:46:46	2
2016-12-19T09:10:28	2
2016-12-19T09:19:51	2
2016-12-19T09:34:24	2
2016-12-19T09:39:25	2
2016-12-19T09:51:03	2
2016-12-19T09:56:36	2
2016-12-19T10:02:36	2
2016-12-19T10:06:25	2
2016-12-19T10:14:13	2
2016-12-19T10:17:36	2
2016-12-19T10:28:15	2
2016-12-19T10:53:40	2
2016-12-19T11:34:06	2
2016-12-19T11:56:00	2
2016-12-19T12:00:57	2
2016-12-19T12:11:40	2
2016-12-19T12:24:52	2
2016-12-19T12:37:42	2
2016-12-19T12:39:03	2
2017-01-02T13:01:46	2
2017-01-02T13:30:02	2
2017-01-13T10:41:56	2
2017-01-13T11:37:08	2
2017-01-23T05:27:09	2
2017-01-23T09:22:21	2
2017-01-25T10:08:07	2
2017-01-25T10:23:39	2
2017-01-25T10:26:30	2
2017-01-29T04:31:42	2
2017-11-17T09:47:36	2
2018-01-07T03:00:00	2
2018-02-09T11:22:50	2
2019-01-30T07:48:05	2
2019-03-22T14:32:19	2
2019-03-26T15:58:13	2
2015-09-09T09:16:02	3
2015-10-03T09:01:59	3
2015-10-03T10:54:38	3
2015-10-12T08:02:05	3
2015-10-13T08:17:48	3
2015-10-23T08:42:11	3
2015-10-23T13:36:56	3
2015-10-24T07:36:13	3
2015-10-24T10:06:31	3
2015-11-05T09:30:12	3
2015-11-05T09:37:24	3
2015-11-05T11:13:15	3
2015-11-05T11:52:38	3
2015-11-07T05:58:42	3
2015-11-09T10:50:27	3
2015-11-09T12:26:18	3
2015-11-10T06:10:07	3
2015-11-10T09:03:00	3
2015-11-10T09:43:16	3
2015-11-14T10:00:39	3
2015-11-18T05:15:52	3
2015-11-19T06:48:18	3
2015-11-21T08:10:02	3
2015-11-29T03:35:55	3
2015-12-01T06:50:50	3
2015-12-01T10:18:48	3
2015-12-01T10:27:30	3
2015-12-02T01:30:23	3
2015-12-04T08:39:56	3
2015-12-05T09:33:46	3
2015-12-06T04:14:30	3
2015-12-06T10:07:41	3
2015-12-06T10:26:12	3
2015-12-06T10:51:24	3
2015-12-07T13:05:20	3
2015-12-08T05:00:56	3
2015-12-10T01:12:43	3
2015-12-11T08:59:16	3
2015-12-11T09:16:31	3
2015-12-11T09:20:34	3
2015-12-11T09:56:57	3
2015-12-12T04:00:49	3
2015-12-12T06:10:16	3
2015-12-15T01:35:33	3
2015-12-15T01:42:41	3
2015-12-15T01:54:18	3
2015-12-15T02:16:57	3
2015-12-17T03:34:57	3
2015-12-22T00:23:21	3
2015-12-23T02:58:51	3
2015-12-23T07:23:45	3
2015-12-24T02:04:30	3
2015-12-24T04:21:23	3
2015-12-24T22:43:44	3
2015-12-25T01:02:20	3
2015-12-25T01:51:18	3
2015-12-25T03:46:57	3
2015-12-25T04:44:20	3
2015-12-25T23:26:19	3
2015-12-26T03:03:49	3
2015-12-26T03:06:04	3
2015-12-26T05:34:57	3
2015-12-27T05:07:49	3
2015-12-27T06:49:40	3
2015-12-30T07:15:29	3
2016-01-03T06:08:14	3
2016-01-06T05:30:34	3
2016-01-06T07:30:12	3
2016-01-06T07:43:24	3
2016-01-06T23:33:01	3
2016-01-07T01:06:55	3
2016-01-07T01:27:33	3
2016-01-07T03:25:27	3
2016-01-07T04:01:31	3
2016-01-07T05:00:01	3
2016-01-07T05:40:04	3
2016-01-09T00:18:27	3
2016-01-09T07:59:34	3
2016-01-10T00:21:15	3
2016-01-12T02:14:13	3
2016-01-13T03:36:14	3
2016-01-14T05:08:00	3
2016-01-19T20:32:11	3
2016-01-20T20:08:56	3
2016-01-23T03:19:34	3
2016-01-24T00:58:06	3
2016-01-31T23:46:24	3
2016-02-05T00:41:35	3
2016-02-08T02:45:34	3
2016-02-08T03:06:52	3
2016-02-15T00:06:43	3
2016-02-17T01:57:43	3
2016-02-17T22:00:33	3
2016-02-23T23:57:15	3
2016-02-26T02:18:01	3
2016-11-03T14:24:37	3
2016-11-22T12:50:05	3
2016-11-24T07:49:41	3
2016-11-24T09:30:02	3
2016-11-24T09:32:53	3
2016-12-11T15:15:12	3
2016-12-12T10:52:08	3
2016-12-12T13:16:53	3
2016-12-18T06:20:56	3
2016-12-18T13:08:34	3
2016-12-19T12:53:00	3
2016-12-21T06:57:04	3
2016-12-21T07:00:58	3
2016-12-21T10:34:12	3
2016-12-22T10:09:28	3
2016-12-24T09:56:32	3
2016-12-25T05:04:44	3
2016-12-25T12:33:14	3
2016-12-27T13:18:35	3
2016-12-29T10:28:21	3
2016-12-31T13:21:25	3
2017-01-03T04:07:30	3
2017-01-04T03:34:06	3
2017-01-05T04:20:09	3
2017-01-05T10:45:39	3
2017-01-05T10:56:41	3
2017-01-05T11:29:45	3
2017-01-11T07:14:16	3
2017-01-12T06:50:14	3
2017-01-13T03:11:15	3
2017-01-13T04:49:12	3
2017-01-14T08:54:00	3
2017-01-16T04:05:49	3
2017-01-16T05:19:10	3
2017-01-19T01:34:30	3
2017-01-19T06:37:26	3
2017-01-20T03:59:22	3
2017-01-20T06:01:51	3
2017-01-21T07:21:07	3
2017-01-28T01:42:18	3
2017-01-30T03:12:42	3
2017-02-05T02:02:50	3
2017-02-05T05:07:29	3
2017-02-05T07:28:12	3
2017-02-06T01:31:22	3
2017-12-07T04:37:18	3
2017-12-12T17:39:09	3
2017-12-20T15:25:59	3
2017-12-24T01:11:13	3
2018-02-17T22:25:20	3
2018-02-20T15:24:03	3
2018-02-21T07:01:22	3
2018-02-24T02:36:30	3
2018-03-15T04:47:40	3
2018-03-18T01:55:17	3
2018-04-06T16:20:47	3
2018-12-02T00:33:38	3
2019-02-05T07:35:26	3
2019-02-19T16:28:15	3
2015-09-11T08:22:51	5
2015-09-18T11:35:48	5
2015-10-02T10:59:34	5
2015-10-02T12:50:43	5
2015-10-06T16:22:39	5
2015-10-20T14:45:44	5
2015-10-31T12:56:42	5
2015-10-31T14:08:55	5
2015-11-01T05:36:29	5
2015-11-07T02:51:30	5
2015-11-09T15:11:27	5
2015-11-14T03:40:38	5
2015-11-14T03:47:18	5
2015-11-14T11:45:58	5
2015-11-14T13:06:40	5
2015-11-16T12:14:36	5
2015-11-16T13:18:39	5
2015-11-16T14:11:22	5
2015-12-02T10:29:38	5
2015-12-03T08:53:45	5
2015-12-08T00:57:25	5
2015-12-10T00:02:58	5
2015-12-19T01:03:07	5
2015-12-21T22:31:49	5
2015-12-22T11:15:51	5
2015-12-23T22:15:32	5
2016-01-02T00:58:00	5
2016-01-08T03:22:07	5
2016-01-09T21:58:53	5
2016-01-14T05:31:19	5
2016-01-14T06:09:43	5
2016-01-14T06:13:33	5
2016-01-16T06:14:22	5
2016-01-28T03:01:48	5
2016-01-31T20:03:25	5
2016-02-01T06:38:00	5
2016-02-04T00:18:18	5
2016-02-12T03:30:17	5
2016-02-12T04:41:05	5
2016-02-16T03:25:07	5
2016-02-26T00:46:53	5
2016-02-26T01:29:34	5
2016-02-26T01:53:02	5
2016-02-26T01:59:29	5
2016-11-02T11:34:21	5
2016-11-03T14:28:27	5
2016-11-08T10:50:06	5
2016-11-21T18:24:42	5
2016-12-19T07:42:57	5
2016-12-20T14:09:09	5
2016-12-20T14:28:53	5
2017-01-02T14:03:02	5
2017-01-08T10:46:21	5
2017-01-15T08:48:19	5
2017-01-25T09:58:36	5
2018-02-26T09:43:41	5
2018-11-18T13:46:40	5
